"","difRt","difBT","difBD","Rprom","BTprom","BDprom"
"Rlast_2002_2008",0.646055190558692,0.360957995955399,0.153230894318297,75364.8571428571,1452377.14285714,744972.857142857
"Rlast_2009_2017",-0.450288758940653,-2.32153806390043,-3.31348921737862,18392.8888888889,279427.777777778,146243.555555556
"Rlast_historico",0.378454905301459,-0.197349171906486,-0.574536724480385,42917.24,775154,400638.48
